Node1,Effect,Node2,Type
Node315,-1,Node672,none
Node315,-1,Node673,none
Node315,1,Node674,none
Node315,-1,Node681,none
Node315,1,Node689,none
Node315,1,Node699,none
Node315,-1,Node703,none
Node315,-1,Node712,none
Node315,1,Node721,none
Node315,1,Node726,none
Node315,1,Node735,none
Node315,1,Node742,none
Node315,-1,Node753,none
Node315,-1,Node757,none
Node315,1,Node768,none
Node315,1,Node774,none
Node315,-1,Node786,none
Node315,1,Node794,none
Node315,1,Node805,none
Node315,-1,Node811,none
Node315,1,Node817,none
Node315,1,Node824,none
Node315,1,Node829,none
Node315,1,Node831,none
Node315,1,Node854,none
Node315,-1,Node855,none
Node315,1,Node863,none
Node315,1,Node868,none
Node315,-1,Node873,none
Node315,-1,Node877,none
Node315,1,Node880,none
Node315,1,Node890,target
Node315,-1,Node891,none
Node315,-1,Node894,none
Node315,-1,Node910,none
Node315,1,Node921,none
Node315,-1,Node922,none
Node315,1,Node955,none
Node315,1,Node957,none
Node315,-1,Node959,none
Node315,1,Node964,none
Node315,-1,Node968,none
Node315,1,Node973,none
Node315,-1,Node983,none
Node315,1,Node984,none
Node315,-1,Node992,none
Node316,-1,Node332,none
Node316,-1,Node333,none
Node316,1,Node341,none
Node316,1,Node345,none
Node316,-1,Node358,none
Node316,-1,Node360,none
Node316,1,Node361,none
Node316,-1,Node364,none
Node316,-1,Node368,none
Node316,-1,Node372,none
Node316,-1,Node390,none
Node316,1,Node391,none
Node316,1,Node392,none
Node316,1,Node395,none
Node316,-1,Node402,none
Node316,1,Node412,none
Node316,-1,Node413,none
Node316,-1,Node431,none
Node316,-1,Node494,none
Node316,1,Node510,none
Node316,1,Node522,none
Node316,-1,Node525,none
Node316,-1,Node539,none
Node316,-1,Node540,none
Node316,-1,Node541,none
Node316,-1,Node546,none
Node316,1,Node555,none
Node316,-1,Node567,none
Node316,-1,Node570,none
Node316,-1,Node574,none
Node316,1,Node586,none
Node316,-1,Node644,none
Node316,1,Node646,none
Node316,-1,Node656,none
Node316,-1,Node657,none
Node316,-1,Node662,none
Node316,1,Node668,none
Node316,-1,Node682,none
Node316,1,Node697,none
Node316,-1,Node698,none
Node316,-1,Node709,none
Node316,-1,Node712,none
Node316,-1,Node721,none
Node316,-1,Node753,none
Node316,-1,Node760,none
Node316,-1,Node769,none
Node316,1,Node775,none
Node316,1,Node794,none
Node316,1,Node797,none
Node316,-1,Node800,none
Node316,1,Node804,none
Node316,1,Node807,none
Node316,1,Node821,none
Node316,1,Node828,none
Node316,-1,Node834,none
Node316,-1,Node857,none
Node316,1,Node860,none
Node316,-1,Node862,none
Node316,1,Node874,none
Node316,-1,Node893,none
Node316,-1,Node908,none
Node316,1,Node910,none
Node316,1,Node918,none
Node316,-1,Node928,none
Node316,1,Node966,none
Node316,-1,Node983,none
Node317,-1,Node321,none
Node317,1,Node338,none
Node317,-1,Node350,none
Node317,1,Node357,none
Node317,1,Node369,none
Node317,-1,Node377,none
Node317,1,Node392,none
Node317,1,Node394,none
Node317,-1,Node399,none
Node317,1,Node429,none
Node317,1,Node439,none
Node317,1,Node455,none
Node317,1,Node459,none
Node317,-1,Node482,none
Node317,1,Node487,none
Node317,1,Node503,none
Node317,-1,Node513,none
Node317,-1,Node515,none
Node317,-1,Node552,none
Node317,-1,Node557,none
Node317,1,Node560,none
Node317,-1,Node576,none
Node317,-1,Node583,none
Node317,1,Node588,none
Node317,1,Node609,none
Node317,-1,Node613,none
Node317,1,Node618,none
Node317,1,Node638,none
Node317,1,Node646,none
Node317,1,Node648,none
Node317,1,Node653,none
Node317,-1,Node670,none
Node317,-1,Node677,none
Node317,-1,Node683,none
Node317,1,Node691,none
Node317,-1,Node702,none
Node317,-1,Node713,none
Node317,-1,Node723,none
Node317,-1,Node728,none
Node317,-1,Node736,none
Node317,1,Node742,none
Node317,-1,Node759,none
Node317,-1,Node785,none
Node317,1,Node789,none
Node317,-1,Node797,none
Node317,-1,Node799,none
Node317,-1,Node804,none
Node317,-1,Node814,none
Node317,-1,Node835,none
Node317,-1,Node854,none
Node317,1,Node866,none
Node317,-1,Node885,none
Node317,-1,Node904,none
Node317,-1,Node921,none
Node317,1,Node979,none
Node317,1,Node980,none
Node317,1,Node990,none
Node317,-1,Node995,none
Node317,-1,Node998,none
Node318,-1,Node335,none
Node318,-1,Node337,none
Node318,-1,Node341,none
Node318,1,Node356,none
Node318,-1,Node364,none
Node318,-1,Node371,none
Node318,1,Node375,none
Node318,1,Node386,none
Node318,1,Node408,none
Node318,-1,Node437,none
Node318,1,Node438,none
Node318,1,Node460,none
Node318,1,Node466,none
Node318,-1,Node468,none
Node318,-1,Node485,none
Node318,-1,Node491,none
Node318,-1,Node495,none
Node318,1,Node502,none
Node318,1,Node503,none
Node318,-1,Node530,none
Node318,1,Node533,none
Node318,1,Node540,none
Node318,-1,Node554,none
Node318,-1,Node555,none
Node318,-1,Node570,none
Node318,-1,Node574,none
Node318,1,Node582,none
Node318,1,Node594,none
Node318,1,Node603,none
Node318,-1,Node605,none
Node318,-1,Node612,none
Node318,-1,Node623,none
Node318,-1,Node644,none
Node318,-1,Node648,none
Node318,1,Node677,none
Node318,1,Node682,none
Node318,1,Node685,none
Node318,1,Node691,none
Node318,-1,Node694,none
Node318,-1,Node708,none
Node318,1,Node714,none
Node318,1,Node716,none
Node318,1,Node743,none
Node318,-1,Node753,none
Node318,-1,Node759,none
Node318,1,Node762,none
Node318,1,Node763,none
Node318,-1,Node764,none
Node318,1,Node773,none
Node318,-1,Node790,none
Node318,1,Node808,none
Node318,1,Node817,none
Node318,1,Node820,none
Node318,-1,Node824,none
Node318,1,Node830,none
Node318,1,Node836,none
Node318,-1,Node837,none
Node318,1,Node840,none
Node318,1,Node842,none
Node318,1,Node853,none
Node318,1,Node857,none
Node318,1,Node862,none
Node318,1,Node863,none
Node318,1,Node867,none
Node318,-1,Node872,none
Node318,1,Node880,none
Node318,-1,Node896,none
Node318,1,Node899,none
Node318,1,Node903,none
Node318,-1,Node911,none
Node318,-1,Node918,none
Node318,-1,Node932,none
Node318,1,Node945,none
Node318,1,Node946,none
Node318,1,Node957,none
Node318,-1,Node963,none
Node318,1,Node965,none
Node318,-1,Node968,none
Node318,-1,Node972,none
Node318,1,Node973,none
Node318,1,Node990,none
Node318,-1,Node992,none
Node318,-1,Node998,none
Node319,1,Node322,none
Node319,1,Node329,none
Node319,1,Node331,none
Node319,-1,Node332,none
Node319,1,Node349,none
Node319,-1,Node351,none
Node319,1,Node352,none
Node319,-1,Node363,none
Node319,-1,Node381,none
Node319,1,Node386,none
Node319,1,Node412,none
Node319,-1,Node445,none
Node319,-1,Node520,none
Node319,-1,Node523,none
Node319,1,Node534,none
Node319,1,Node536,none
Node319,-1,Node544,none
Node319,-1,Node551,none
Node319,1,Node552,none
Node319,1,Node563,none
Node319,1,Node599,none
Node319,-1,Node603,none
Node319,-1,Node612,none
Node319,1,Node631,none
Node319,-1,Node653,none
Node319,1,Node676,none
Node319,1,Node682,none
Node319,1,Node688,none
Node319,1,Node715,none
Node319,1,Node729,none
Node319,-1,Node736,none
Node319,-1,Node756,none
Node319,1,Node793,none
Node319,-1,Node798,none
Node319,1,Node799,none
Node319,-1,Node807,none
Node319,-1,Node808,none
Node319,1,Node811,none
Node319,1,Node828,none
Node319,-1,Node850,none
Node319,-1,Node864,none
Node319,-1,Node877,none
Node319,-1,Node887,source
Node319,1,Node889,none
Node319,1,Node935,none
Node319,1,Node940,none
Node319,-1,Node946,none
Node319,-1,Node950,none
Node319,-1,Node957,none
Node319,1,Node961,none
Node319,-1,Node962,none
Node319,-1,Node969,none
Node319,-1,Node971,none
Node319,-1,Node984,none
Node319,1,Node999,none
Node320,-1,Node328,none
Node320,-1,Node331,none
Node320,1,Node336,none
Node320,-1,Node357,none
Node320,1,Node366,none
Node320,-1,Node369,none
Node320,1,Node382,none
Node320,-1,Node397,none
Node320,-1,Node400,none
Node320,1,Node420,none
Node320,-1,Node447,none
Node320,-1,Node453,none
Node320,1,Node457,none
Node320,-1,Node470,none
Node320,-1,Node477,none
Node320,-1,Node491,none
Node320,-1,Node498,none
Node320,-1,Node507,none
Node320,1,Node522,none
Node320,1,Node523,none
Node320,1,Node537,none
Node320,1,Node585,none
Node320,-1,Node586,none
Node320,1,Node608,none
Node320,1,Node620,none
Node320,-1,Node624,none
Node320,-1,Node626,none
Node320,-1,Node628,none
Node320,1,Node645,source
Node320,-1,Node648,none
Node320,1,Node656,none
Node320,1,Node673,none
Node320,1,Node688,none
Node320,1,Node704,none
Node320,1,Node706,none
Node320,-1,Node717,none
Node320,1,Node723,none
Node320,1,Node747,none
Node320,1,Node753,none
Node320,-1,Node767,none
Node320,1,Node772,none
Node320,1,Node807,none
Node320,-1,Node808,none
Node320,-1,Node815,none
Node320,1,Node818,none
Node320,-1,Node830,none
Node320,1,Node835,none
Node320,1,Node838,none
Node320,1,Node844,none
Node320,-1,Node876,none
Node320,1,Node890,target
Node320,-1,Node893,none
Node320,1,Node904,none
Node320,-1,Node934,none
Node320,-1,Node942,none
Node320,1,Node956,none
Node320,-1,Node961,none
Node320,-1,Node968,none
Node320,-1,Node969,none
Node320,1,Node970,none
Node320,-1,Node982,none
Node320,-1,Node984,none
Node320,-1,Node987,none
Node321,-1,Node334,none
Node321,1,Node336,none
Node321,-1,Node337,none
Node321,1,Node341,none
Node321,1,Node345,none
Node321,-1,Node347,none
Node321,1,Node353,none
Node321,-1,Node359,none
Node321,-1,Node360,none
Node321,1,Node366,none
Node321,-1,Node372,none
Node321,-1,Node418,none
Node321,-1,Node423,none
Node321,-1,Node426,none
Node321,1,Node428,none
Node321,-1,Node440,none
Node321,1,Node458,none
Node321,-1,Node462,none
Node321,1,Node482,none
Node321,-1,Node485,none
Node321,-1,Node486,none
Node321,-1,Node489,none
Node321,-1,Node492,none
Node321,1,Node496,none
Node321,-1,Node512,none
Node321,-1,Node518,none
Node321,-1,Node519,none
Node321,1,Node521,none
Node321,-1,Node533,none
Node321,-1,Node542,none
Node321,-1,Node548,none
Node321,-1,Node549,none
Node321,1,Node559,none
Node321,1,Node560,none
Node321,-1,Node573,none
Node321,-1,Node593,none
Node321,1,Node594,none
Node321,1,Node596,none
Node321,1,Node606,none
Node321,-1,Node620,none
Node321,1,Node625,none
Node321,-1,Node630,none
Node321,1,Node633,none
Node321,-1,Node637,none
Node321,-1,Node643,none
Node321,1,Node667,none
Node321,-1,Node723,none
Node321,1,Node726,none
Node321,1,Node763,none
Node321,1,Node771,none
Node321,-1,Node778,none
Node321,-1,Node788,none
Node321,1,Node791,none
Node321,1,Node806,none
Node321,1,Node820,none
Node321,-1,Node831,none
Node321,-1,Node833,none
Node321,-1,Node839,none
Node321,1,Node854,none
Node321,1,Node855,none
Node321,1,Node861,none
Node321,1,Node870,none
Node321,1,Node871,none
Node321,-1,Node896,none
Node321,-1,Node912,none
Node321,-1,Node913,none
Node321,1,Node916,none
Node321,-1,Node949,none
Node321,1,Node982,none
Node322,-1,Node324,none
Node322,-1,Node333,none
Node322,1,Node346,none
Node322,-1,Node347,none
Node322,-1,Node351,none
Node322,1,Node354,none
Node322,-1,Node368,none
Node322,1,Node376,none
Node322,-1,Node383,none
Node322,-1,Node404,none
Node322,-1,Node406,none
Node322,-1,Node420,none
Node322,-1,Node432,none
Node322,1,Node444,none
Node322,1,Node446,none
Node322,-1,Node452,none
Node322,-1,Node460,none
Node322,-1,Node467,none
Node322,-1,Node478,none
Node322,1,Node500,none
Node322,1,Node505,none
Node322,1,Node507,none
Node322,1,Node510,none
Node322,1,Node516,none
Node322,-1,Node520,none
Node322,1,Node539,none
Node322,1,Node545,none
Node322,-1,Node548,none
Node322,-1,Node557,none
Node322,1,Node562,none
Node322,-1,Node594,none
Node322,1,Node608,none
Node322,1,Node623,none
Node322,-1,Node625,none
Node322,-1,Node640,none
Node322,1,Node657,none
Node322,1,Node658,none
Node322,1,Node660,none
Node322,-1,Node671,none
Node322,1,Node686,none
Node322,-1,Node706,none
Node322,-1,Node731,none
Node322,-1,Node736,none
Node322,-1,Node749,none
Node322,-1,Node750,none
Node322,-1,Node751,none
Node322,1,Node756,none
Node322,1,Node768,none
Node322,1,Node789,none
Node322,-1,Node812,none
Node322,-1,Node814,none
Node322,-1,Node819,none
Node322,-1,Node822,none
Node322,-1,Node832,none
Node322,-1,Node851,none
Node322,1,Node863,none
Node322,-1,Node866,none
Node322,-1,Node885,none
Node322,1,Node890,target
Node322,1,Node913,none
Node322,-1,Node930,none
Node322,-1,Node931,none
Node322,-1,Node933,none
Node322,1,Node935,none
Node322,-1,Node939,none
Node322,1,Node940,none
Node322,1,Node947,none
Node322,-1,Node949,none
Node322,1,Node956,none
Node322,-1,Node961,none
Node322,1,Node972,none
Node322,1,Node974,none
Node322,1,Node985,none
Node322,1,Node996,none
Node323,1,Node337,none
Node323,-1,Node346,none
Node323,-1,Node355,none
Node323,1,Node360,none
Node323,1,Node383,none
Node323,1,Node384,none
Node323,1,Node388,none
Node323,1,Node396,none
Node323,-1,Node425,none
Node323,-1,Node430,none
Node323,1,Node442,none
Node323,1,Node446,none
Node323,-1,Node451,none
Node323,-1,Node460,none
Node323,1,Node462,none
Node323,1,Node473,none
Node323,1,Node489,none
Node323,1,Node491,none
Node323,-1,Node503,none
Node323,-1,Node508,none
Node323,-1,Node511,none
Node323,1,Node518,none
Node323,1,Node526,none
Node323,-1,Node527,none
Node323,1,Node534,none
Node323,1,Node535,none
Node323,1,Node546,none
Node323,-1,Node550,none
Node323,1,Node560,none
Node323,-1,Node562,none
Node323,1,Node563,none
Node323,-1,Node565,none
Node323,-1,Node568,none
Node323,-1,Node582,none
Node323,-1,Node595,none
Node323,1,Node630,none
Node323,1,Node641,none
Node323,-1,Node643,none
Node323,-1,Node648,none
Node323,1,Node661,none
Node323,-1,Node664,none
Node323,1,Node666,none
Node323,1,Node694,none
Node323,1,Node696,none
Node323,-1,Node724,none
Node323,1,Node740,none
Node323,1,Node741,none
Node323,-1,Node742,none
Node323,-1,Node750,none
Node323,1,Node764,none
Node323,1,Node771,none
Node323,-1,Node776,none
Node323,-1,Node786,none
Node323,-1,Node798,none
Node323,1,Node801,none
Node323,1,Node807,none
Node323,-1,Node811,none
Node323,1,Node819,none
Node323,-1,Node845,none
Node323,1,Node848,none
Node323,-1,Node849,none
Node323,1,Node861,none
Node323,-1,Node871,none
Node323,1,Node884,none
Node323,1,Node899,none
Node323,1,Node909,none
Node323,1,Node916,none
Node323,-1,Node934,none
Node323,1,Node952,none
Node323,1,Node971,none
Node323,-1,Node975,none
Node323,-1,Node978,none
Node323,-1,Node992,none
Node323,1,Node996,none
Node324,-1,Node327,none
Node324,1,Node348,none
Node324,1,Node353,none
Node324,1,Node377,none
Node324,1,Node387,none
Node324,1,Node393,none
Node324,1,Node403,none
Node324,-1,Node415,none
Node324,1,Node420,none
Node324,1,Node437,none
Node324,-1,Node462,none
Node324,-1,Node475,none
Node324,-1,Node483,none
Node324,-1,Node486,none
Node324,-1,Node489,none
Node324,-1,Node492,none
Node324,1,Node496,none
Node324,-1,Node497,none
Node324,1,Node499,none
Node324,-1,Node504,none
Node324,1,Node508,none
Node324,-1,Node511,none
Node324,1,Node525,none
Node324,-1,Node550,none
Node324,-1,Node553,none
Node324,1,Node554,none
Node324,1,Node555,none
Node324,-1,Node581,none
Node324,-1,Node590,none
Node324,1,Node593,none
Node324,-1,Node605,none
Node324,1,Node609,none
Node324,-1,Node622,none
Node324,-1,Node626,none
Node324,-1,Node645,source
Node324,-1,Node646,none
Node324,1,Node649,none
Node324,-1,Node656,none
Node324,1,Node666,none
Node324,1,Node681,none
Node324,1,Node691,none
Node324,-1,Node701,none
Node324,-1,Node703,none
Node324,-1,Node705,none
Node324,-1,Node707,none
Node324,1,Node713,none
Node324,-1,Node716,none
Node324,-1,Node720,none
Node324,1,Node729,none
Node324,-1,Node741,none
Node324,-1,Node746,none
Node324,1,Node756,none
Node324,-1,Node757,none
Node324,1,Node759,none
Node324,1,Node775,none
Node324,1,Node779,none
Node324,1,Node789,none
Node324,-1,Node793,none
Node324,-1,Node797,none
Node324,-1,Node810,none
Node324,-1,Node811,none
Node324,1,Node813,none
Node324,-1,Node822,none
Node324,-1,Node824,none
Node324,1,Node849,none
Node324,1,Node864,none
Node324,1,Node868,none
Node324,-1,Node871,none
Node324,-1,Node873,none
Node324,-1,Node874,none
Node324,1,Node881,none
Node324,1,Node885,none
Node324,-1,Node907,none
Node324,1,Node909,none
Node324,1,Node938,none
Node324,1,Node943,none
Node324,-1,Node947,none
Node324,-1,Node948,none
Node324,-1,Node958,none
Node324,1,Node966,none
Node324,1,Node975,none
Node324,1,Node995,none
Node325,1,Node331,none
Node325,-1,Node337,none
Node325,1,Node340,none
Node325,1,Node346,none
Node325,1,Node352,none
Node325,-1,Node361,none
Node325,-1,Node367,none
Node325,-1,Node382,none
Node325,1,Node385,none
Node325,1,Node387,none
Node325,1,Node398,none
Node325,-1,Node406,none
Node325,-1,Node430,none
Node325,1,Node435,none
Node325,-1,Node459,none
Node325,1,Node465,none
Node325,-1,Node480,none
Node325,1,Node485,none
Node325,1,Node489,none
Node325,-1,Node491,none
Node325,1,Node493,none
Node325,-1,Node496,none
Node325,1,Node526,none
Node325,1,Node549,none
Node325,1,Node594,none
Node325,1,Node600,none
Node325,-1,Node608,none
Node325,-1,Node621,none
Node325,1,Node623,none
Node325,1,Node624,none
Node325,-1,Node639,none
Node325,1,Node651,none
Node325,-1,Node653,none
Node325,1,Node660,none
Node325,-1,Node672,none
Node325,1,Node674,none
Node325,1,Node675,none
Node325,1,Node679,none
Node325,-1,Node683,none
Node325,1,Node696,none
Node325,-1,Node719,none
Node325,1,Node722,none
Node325,1,Node730,none
Node325,-1,Node741,none
Node325,1,Node750,none
Node325,1,Node758,none
Node325,-1,Node763,none
Node325,-1,Node766,none
Node325,-1,Node769,none
Node325,1,Node774,none
Node325,-1,Node778,none
Node325,-1,Node792,none
Node325,1,Node798,none
Node325,-1,Node809,none
Node325,-1,Node810,none
Node325,-1,Node813,none
Node325,1,Node819,none
Node325,-1,Node827,none
Node325,1,Node831,none
Node325,1,Node851,none
Node325,1,Node878,none
Node325,1,Node895,none
Node325,-1,Node908,none
Node325,-1,Node922,none
Node325,-1,Node930,none
Node325,-1,Node944,none
Node325,-1,Node954,none
Node325,-1,Node972,none
Node325,1,Node988,none
Node325,-1,Node990,none
Node326,1,Node329,none
Node326,-1,Node338,none
Node326,1,Node343,none
Node326,1,Node353,none
Node326,-1,Node377,none
Node326,1,Node378,none
Node326,1,Node380,none
Node326,1,Node382,none
Node326,1,Node384,none
Node326,-1,Node407,none
Node326,1,Node413,none
Node326,1,Node415,none
Node326,1,Node428,none
Node326,1,Node429,none
Node326,-1,Node439,none
Node326,-1,Node442,none
Node326,-1,Node454,none
Node326,-1,Node465,none
Node326,-1,Node471,none
Node326,1,Node474,none
Node326,1,Node477,none
Node326,1,Node483,none
Node326,-1,Node489,none
Node326,-1,Node509,none
Node326,1,Node510,none
Node326,1,Node527,none
Node326,1,Node529,none
Node326,-1,Node539,none
Node326,-1,Node547,none
Node326,-1,Node560,none
Node326,-1,Node561,none
Node326,1,Node563,none
Node326,1,Node569,none
Node326,1,Node583,none
Node326,1,Node584,none
Node326,-1,Node588,none
Node326,-1,Node605,none
Node326,-1,Node608,none
Node326,1,Node619,none
Node326,-1,Node633,none
Node326,-1,Node636,none
Node326,-1,Node647,none
Node326,-1,Node651,none
Node326,-1,Node657,none
Node326,-1,Node676,none
Node326,1,Node693,none
Node326,-1,Node696,none
Node326,1,Node697,none
Node326,-1,Node711,none
Node326,1,Node719,none
Node326,1,Node726,none
Node326,-1,Node729,none
Node326,1,Node735,none
Node326,-1,Node753,none
Node326,1,Node759,none
Node326,1,Node761,none
Node326,-1,Node768,none
Node326,-1,Node774,none
Node326,1,Node781,none
Node326,1,Node782,none
Node326,-1,Node835,none
Node326,-1,Node852,none
Node326,1,Node863,none
Node326,1,Node868,none
Node326,-1,Node884,none
Node326,1,Node885,none
Node326,-1,Node889,none
Node326,-1,Node901,none
Node326,-1,Node908,none
Node326,1,Node937,none
Node326,-1,Node975,none
Node326,-1,Node977,none
Node326,1,Node978,none
Node327,-1,Node330,none
Node327,1,Node337,none
Node327,-1,Node359,none
Node327,1,Node369,none
Node327,-1,Node402,none
Node327,1,Node409,none
Node327,-1,Node434,none
Node327,-1,Node452,none
Node327,-1,Node457,none
Node327,-1,Node463,none
Node327,1,Node468,none
Node327,-1,Node473,none
Node327,-1,Node483,none
Node327,-1,Node485,none
Node327,-1,Node486,none
Node327,-1,Node488,none
Node327,-1,Node496,none
Node327,-1,Node503,none
Node327,1,Node524,none
Node327,1,Node534,none
Node327,1,Node541,none
Node327,1,Node563,none
Node327,1,Node578,none
Node327,-1,Node586,none
Node327,-1,Node624,none
Node327,1,Node633,none
Node327,1,Node641,none
Node327,1,Node645,source
Node327,-1,Node649,none
Node327,1,Node660,none
Node327,1,Node665,none
Node327,-1,Node668,none
Node327,-1,Node672,none
Node327,-1,Node687,none
Node327,1,Node695,none
Node327,1,Node703,none
Node327,1,Node723,none
Node327,1,Node732,none
Node327,-1,Node734,none
Node327,1,Node759,none
Node327,-1,Node770,none
Node327,1,Node776,none
Node327,-1,Node779,none
Node327,-1,Node785,none
Node327,1,Node787,none
Node327,-1,Node798,none
Node327,-1,Node802,none
Node327,-1,Node810,none
Node327,1,Node826,none
Node327,-1,Node828,none
Node327,1,Node832,none
Node327,-1,Node838,none
Node327,-1,Node882,none
Node327,-1,Node884,none
Node327,-1,Node905,none
Node327,1,Node913,none
Node327,1,Node923,none
Node327,1,Node929,none
Node327,1,Node950,none
Node327,-1,Node966,none
Node327,-1,Node970,none
Node327,1,Node982,none
Node327,1,Node983,none
Node327,-1,Node990,none
Node328,-1,Node344,none
Node328,1,Node359,none
Node328,1,Node363,none
Node328,-1,Node368,none
Node328,1,Node376,none
Node328,1,Node394,none
Node328,-1,Node401,none
Node328,1,Node408,none
Node328,1,Node430,none
Node328,1,Node431,none
Node328,1,Node433,none
Node328,-1,Node450,none
Node328,-1,Node453,none
Node328,1,Node457,none
Node328,-1,Node463,none
Node328,-1,Node464,none
Node328,-1,Node502,none
Node328,-1,Node507,none
Node328,1,Node509,none
Node328,-1,Node515,none
Node328,-1,Node526,none
Node328,1,Node528,none
Node328,-1,Node529,none
Node328,-1,Node532,none
Node328,-1,Node536,none
Node328,1,Node565,none
Node328,1,Node588,none
Node328,1,Node619,none
Node328,-1,Node626,none
Node328,1,Node639,none
Node328,-1,Node640,none
Node328,1,Node647,none
Node328,1,Node648,none
Node328,-1,Node652,none
Node328,-1,Node654,none
Node328,-1,Node663,none
Node328,1,Node670,none
Node328,1,Node690,none
Node328,-1,Node692,none
Node328,-1,Node699,none
Node328,-1,Node704,none
Node328,-1,Node719,none
Node328,1,Node730,none
Node328,1,Node740,none
Node328,1,Node773,none
Node328,1,Node780,none
Node328,-1,Node782,none
Node328,1,Node789,none
Node328,-1,Node804,none
Node328,1,Node807,none
Node328,1,Node809,none
Node328,-1,Node829,none
Node328,-1,Node841,none
Node328,-1,Node846,none
Node328,-1,Node854,none
Node328,-1,Node862,none
Node328,1,Node883,none
Node328,-1,Node892,none
Node328,1,Node903,none
Node328,-1,Node907,none
Node328,-1,Node914,none
Node328,1,Node923,none
Node328,1,Node930,none
Node328,1,Node934,none
Node328,1,Node953,none
Node328,1,Node959,none
Node328,1,Node966,none
Node328,-1,Node967,none
Node328,-1,Node989,none
Node328,1,Node990,none
Node329,-1,Node330,none
Node329,1,Node343,none
Node329,1,Node372,none
Node329,1,Node377,none
Node329,-1,Node388,none
Node329,1,Node389,none
Node329,-1,Node390,none
Node329,1,Node394,none
Node329,1,Node416,none
Node329,-1,Node429,none
Node329,1,Node430,none
Node329,-1,Node440,none
Node329,1,Node441,none
Node329,-1,Node450,none
Node329,-1,Node476,none
Node329,1,Node482,none
Node329,1,Node502,none
Node329,-1,Node510,none
Node329,1,Node517,none
Node329,-1,Node531,none
Node329,1,Node534,none
Node329,1,Node540,none
Node329,1,Node550,none
Node329,1,Node570,none
Node329,-1,Node586,none
Node329,-1,Node592,none
Node329,1,Node611,none
Node329,-1,Node612,none
Node329,1,Node614,none
Node329,-1,Node637,none
Node329,-1,Node685,none
Node329,-1,Node690,none
Node329,-1,Node697,none
Node329,1,Node705,none
Node329,1,Node727,none
Node329,-1,Node732,none
Node329,1,Node749,none
Node329,1,Node752,none
Node329,-1,Node759,none
Node329,1,Node761,none
Node329,1,Node780,none
Node329,-1,Node801,none
Node329,-1,Node807,none
Node329,-1,Node809,none
Node329,1,Node824,none
Node329,-1,Node826,none
Node329,-1,Node844,none
Node329,-1,Node845,none
Node329,1,Node858,none
Node329,1,Node859,none
Node329,-1,Node871,none
Node329,1,Node877,none
Node329,1,Node891,none
Node329,1,Node905,none
Node329,1,Node909,none
Node329,-1,Node911,none
Node329,-1,Node914,none
Node329,-1,Node918,none
Node329,-1,Node936,none
Node329,-1,Node944,none
Node329,1,Node947,none
Node329,-1,Node953,none
Node329,-1,Node967,none
Node329,-1,Node976,none
Node329,1,Node988,none
Node330,-1,Node336,none
Node330,1,Node338,none
Node330,1,Node340,none
Node330,-1,Node372,none
Node330,1,Node382,none
Node330,1,Node385,none
Node330,1,Node393,none
Node330,1,Node397,none
Node330,-1,Node419,none
Node330,-1,Node434,none
Node330,1,Node437,none
Node330,1,Node440,none
Node330,1,Node446,none
Node330,1,Node450,none
Node330,-1,Node456,none
Node330,-1,Node462,none
Node330,1,Node464,none
Node330,-1,Node477,none
Node330,-1,Node482,none
Node330,-1,Node483,none
Node330,-1,Node509,none
Node330,-1,Node510,none
Node330,1,Node523,none
Node330,1,Node529,none
Node330,1,Node543,none
Node330,-1,Node549,none
Node330,-1,Node562,none
Node330,-1,Node569,none
Node330,-1,Node584,none
Node330,1,Node595,none
Node330,1,Node616,none
Node330,-1,Node624,none
Node330,1,Node625,none
Node330,-1,Node648,none
Node330,-1,Node650,none
Node330,1,Node655,none
Node330,-1,Node656,none
Node330,1,Node668,none
Node330,1,Node686,none
Node330,1,Node693,none
Node330,-1,Node706,none
Node330,1,Node709,none
Node330,-1,Node711,none
Node330,-1,Node714,none
Node330,1,Node715,none
Node330,-1,Node721,none
Node330,-1,Node728,none
Node330,1,Node737,none
Node330,-1,Node740,none
Node330,-1,Node783,none
Node330,-1,Node797,none
Node330,-1,Node822,none
Node330,-1,Node827,none
Node330,1,Node850,none
Node330,-1,Node856,none
Node330,-1,Node857,none
Node330,-1,Node879,none
Node330,-1,Node892,none
Node330,1,Node896,none
Node330,-1,Node898,none
Node330,-1,Node901,none
Node330,-1,Node902,none
Node330,1,Node913,none
Node330,-1,Node965,none
Node330,-1,Node981,none
Node331,-1,Node335,none
Node331,1,Node342,none
Node331,1,Node343,none
Node331,-1,Node346,none
Node331,-1,Node352,none
Node331,-1,Node353,none
Node331,-1,Node380,none
Node331,-1,Node383,none
Node331,-1,Node418,none
Node331,1,Node433,none
Node331,1,Node484,none
Node331,-1,Node487,none
Node331,-1,Node490,none
Node331,1,Node494,none
Node331,1,Node507,none
Node331,1,Node520,none
Node331,-1,Node524,none
Node331,1,Node535,none
Node331,-1,Node536,none
Node331,1,Node539,none
Node331,1,Node542,none
Node331,-1,Node546,none
Node331,1,Node547,none
Node331,1,Node548,none
Node331,-1,Node549,none
Node331,-1,Node553,none
Node331,-1,Node556,none
Node331,1,Node560,none
Node331,-1,Node584,none
Node331,1,Node587,none
Node331,-1,Node600,none
Node331,-1,Node604,none
Node331,-1,Node607,none
Node331,-1,Node608,none
Node331,1,Node637,none
Node331,1,Node643,none
Node331,1,Node651,none
Node331,-1,Node652,none
Node331,1,Node664,none
